GEOID,OA_CntEst_n,OA_PctEst_n,OA_CntEst,OA_PctEst,U_TPopEst,test_pct
42091207900,583,18.4,583,0.233,2500,0.2332
42091208000,531,10.2,531,0.137,3868,0.1372802481902792
42091208100,231,5.7,231,0.078,2968,0.07783018867924528
42091208201,407,17.9,407,0.186,2189,0.18592964824120603
42091208203,726,11.3,726,0.158,4604,0.1576889661164205
42091208204,572,16.8,572,0.159,3603,0.15875659172911463
42091208301,554,19.8,554,0.215,2577,0.21497865735351185
42091208302,1128,10.3,1128,0.117,9666,0.11669770328988206
42091208400,728,17.6,728,0.204,3570,0.20392156862745098
42091208500,661,13.2,661,0.135,4890,0.13517382413087933
42091208601,942,14.9,942,0.156,6042,0.15590863952333664
42091208603,837,10.5,837,0.124,6764,0.12374334713187463
42091208604,611,10.2,611,0.103,5913,0.10333164214442753
42091208702,686,19.5,686,0.206,3332,0.20588235294117646
42091208703,823,19.3,823,0.213,3869,0.21271646420263635
42091208704,403,5.6,403,0.081,4970,0.08108651911468813
42091208801,157,8.1,157,0.117,1337,0.11742707554225879
42091208802,412,10,412,0.119,3463,0.11897198960438926
42091208901,492,9.5,492,0.133,3688,0.1334056399132321
42091208903,452,15,452,0.169,2673,0.16909839132061355
42091208904,329,10.5,329,0.098,3359,0.09794581720750223
42091208905,489,15.3,489,0.175,2791,0.17520601934790397
42091208906,590,13.8,590,0.156,3788,0.15575501583949314
42091209000,158,11.9,158,0.104,1520,0.10394736842105264
42091209100,597,10.5,597,0.109,5457,0.10940076965365586
42091209201,187,6.5,187,0.109,1714,0.10910151691948658
42091209202,300,14.1,300,0.139,2155,0.13921113689095127
42091210100,519,10.2,519,0.131,3956,0.13119312436804853
42091210200,511,17.2,511,0.19,2695,0.18961038961038962
42091210300,896,21.3,896,0.216,4145,0.21616405307599518
42091210400,1229,22.3,1229,0.282,4356,0.28213957759412306
42091210500,982,22.7,982,0.223,4399,0.22323255285292112
42091210600,774,15.5,774,0.178,4348,0.1780128794848206
42091210700,728,12.9,728,0.129,5630,0.12930728241563055
42101000100,274,5.2,274,0.068,4012,0.0682951146560319
42101000200,225,6.6,225,0.088,2563,0.08778774873195475
42101000300,489,11,489,0.139,3530,0.1385269121813031
42101000401,499,20.9,499,0.187,2666,0.18717179294823705
42101000402,1100,29.5,1100,0.344,3202,0.3435352904434728
42101000500,83,1.8,83,0.034,2451,0.03386372909016728
42101000600,76,5.6,76,0.058,1301,0.05841660261337433
42101000700,411,11.8,411,0.126,3254,0.1263060848186847
42101000801,126,10.3,126,0.079,1588,0.07934508816120907
42101000803,884,27.2,884,0.248,3569,0.24768842813112918
42101000804,652,12.9,652,0.16,4082,0.15972562469377757
42101000901,166,12.8,166,0.077,2159,0.07688744789254284
42101000902,577,21.8,577,0.217,2663,0.21667292527224935
42101001001,858,34.1,858,0.322,2664,0.32207207207207206
42101001002,628,18.7,628,0.185,3392,0.18514150943396226
42101001101,454,12,454,0.124,3666,0.12384069830878341
42101001102,186,8.8,186,0.072,2566,0.0724863600935308
42101001201,560,15.6,560,0.135,4134,0.1354620222544751
42101001202,585,12.4,585,0.114,5111,0.1144590099784778
42101001300,677,9.5,677,0.111,6108,0.11083824492468894
42101001400,427,7.7,427,0.108,3936,0.10848577235772358
42101001500,303,8,303,0.106,2868,0.10564853556485355
42101001600,152,6.4,152,0.07,2173,0.06994937873907041
42101001700,257,7.8,257,0.087,2948,0.08717774762550883
42101001800,296,8,296,0.091,3263,0.09071406680968434
42101001900,164,4.4,164,0.052,3159,0.051915163026274136
42101002000,271,11.6,271,0.133,2039,0.13290828837665522
42101002100,276,9.6,276,0.12,2294,0.12031386224934612
42101002200,155,5,155,0.067,2309,0.0671286271113036
42101002300,348,10.8,348,0.123,2836,0.1227080394922426
42101002400,520,9.4,520,0.098,5319,0.09776273735664599
42101002500,444,6.5,444,0.113,3914,0.11343893714869699
42101002701,270,5.1,270,0.065,4177,0.06463969355997128
42101002702,520,7.1,520,0.122,4273,0.12169435993447227
42101002801,373,5.7,373,0.077,4817,0.07743408760639402
42101002802,892,11.4,892,0.151,5903,0.1511096052854481
42101002900,570,14.8,570,0.137,4167,0.13678905687544995
42101003001,547,12.9,547,0.123,4431,0.12344843150530355
42101003002,413,11.3,413,0.138,2988,0.13821954484605087
42101003100,546,10.7,546,0.134,4064,0.1343503937007874
42101003200,497,6.2,497,0.107,4631,0.10732023321096955
42101003300,574,6.4,574,0.096,5970,0.09614740368509213
42101003600,943,8.2,943,0.128,7379,0.1277950941862041
42101003701,493,3.3,493,0.079,6255,0.07881694644284572
42101003702,333,6.4,333,0.083,3998,0.08329164582291146
42101003800,939,19.6,939,0.241,3903,0.24058416602613375
42101003901,743,9.6,743,0.119,6234,0.1191851138915624
42101003902,1046,14.2,1046,0.177,5894,0.17746861214794707
42101004001,739,12.1,739,0.183,4035,0.1831474597273854
42101004002,1030,15.1,1030,0.206,4992,0.2063301282051282
42101004101,640,8.3,640,0.1,6410,0.0998439937597504
42101004102,835,7.7,835,0.088,9485,0.08803373748023194
42101004201,741,11.5,741,0.138,5354,0.1384011953679492
42101004202,890,9.9,890,0.153,5828,0.15271105010295127
42101005400,224,14.9,224,0.159,1410,0.15886524822695036
42101005500,857,9.5,857,0.131,6532,0.13120024494794857
42101005600,128,8.8,128,0.124,1032,0.12403100775193798
42101006000,898,11.1,898,0.146,6137,0.14632556623757537
42101006100,401,9.3,401,0.121,3316,0.12092882991556092
42101006200,260,3.8,260,0.05,5186,0.050134978789047435
42101006300,231,4.9,231,0.054,4264,0.054174484052532834
42101006400,299,6,299,0.081,3682,0.08120586637696904
42101006500,625,13.3,625,0.149,4207,0.14856192060850962
42101006600,535,14.2,535,0.159,3368,0.1588479809976247
42101006700,451,7.1,451,0.069,6512,0.06925675675675676
42101006900,220,10.3,220,0.087,2542,0.08654602675059009
42101007000,488,5,488,0.138,3530,0.13824362606232293
42101007101,398,11.3,398,0.156,2546,0.1563236449332286
42101007102,664,7.5,664,0.144,4610,0.1440347071583514
42101007200,768,11.8,768,0.152,5046,0.15219976218787157
42101007300,418,13.2,418,0.165,2529,0.1652827204428628
42101007400,628,13.1,628,0.143,4377,0.14347726753484122
42101007700,60,1.6,60,0.029,2102,0.028544243577545196
42101007800,344,6.4,344,0.08,4276,0.08044901777362021
42101007900,347,7.8,347,0.078,4443,0.07810038262435291
42101008000,520,11,520,0.134,3889,0.13371046541527384
42101008101,361,13.2,361,0.154,2343,0.15407597097737943
42101008102,611,7.5,611,0.111,5497,0.11115153720211024
42101008200,1333,16.2,1333,0.208,6413,0.2078590363324497
42101008301,1041,19.1,1041,0.216,4809,0.2164691203992514
42101008302,511,7,511,0.118,4334,0.11790493770189202
42101008400,537,8,537,0.112,4803,0.11180512179887571
42101008500,855,9.3,855,0.115,7415,0.1153068105192178
42101008601,312,11.3,312,0.109,2860,0.10909090909090909
42101008602,301,14.7,301,0.134,2241,0.13431503792949576
42101008701,134,2.5,134,0.028,4841,0.027680231357157612
42101008702,69,1.9,69,0.026,2628,0.026255707762557076
42101008801,0,0,0,0,2272,0
42101008802,66,1.3,66,0.01,6680,0.009880239520958085
42101009000,121,1.9,121,0.02,6173,0.01960149036125061
42101009100,594,11.1,594,0.213,2793,0.21267454350161116
42101009200,233,7.2,233,0.065,3568,0.06530269058295964
42101009300,435,9.1,435,0.106,4109,0.10586517400827453
42101009400,592,12.9,592,0.144,4123,0.14358476837254427
42101009500,334,8.4,334,0.109,3065,0.10897226753670473
42101009600,593,6.6,593,0.138,4311,0.13755509162607285
42101009801,231,10.3,231,0.096,2417,0.09557302441042614
42101009802,399,6.4,399,0.062,6445,0.06190845616757176
42101010000,513,12.3,513,0.111,4610,0.11127982646420824
42101010100,820,9.1,820,0.116,7051,0.11629556091334563
42101010200,393,13.5,393,0.131,3008,0.13065159574468085
42101010300,296,15.3,296,0.111,2662,0.11119459053343352
42101010400,640,10.1,640,0.158,4058,0.15771315919172005
42101010500,1066,15.3,1066,0.238,4472,0.23837209302325582
42101010600,190,7.5,190,0.12,1587,0.11972274732199117
42101010700,240,3.5,240,0.064,3738,0.06420545746388442
42101010800,346,8,346,0.09,3846,0.08996359854394176
42101010900,250,9.1,250,0.096,2599,0.09619084263178146
42101011000,402,8,402,0.102,3936,0.10213414634146341
42101011100,422,10,422,0.137,3083,0.1368796626662342
42101011200,599,10.5,599,0.121,4966,0.12062021747885622
42101011300,567,11.8,567,0.207,2744,0.2066326530612245
42101011400,979,9.1,979,0.136,7219,0.13561435101814656
42101011500,435,7.8,435,0.091,4766,0.09127150650440621
42101011700,213,13.9,213,0.112,1899,0.11216429699842022
42101011800,1181,14.7,1181,0.202,5856,0.20167349726775957
42101011900,763,10.6,763,0.161,4738,0.16103841283241874
42101012000,217,11.2,217,0.124,1749,0.12407089765580331
42101012100,791,24.3,791,0.27,2933,0.26968973747016706
42101012201,795,18.1,795,0.258,3077,0.25836854078648036
42101012203,39,3.6,39,0.061,643,0.060653188180404355
42101012204,1045,17.1,1045,0.278,3753,0.2784439115374367
42101012500,863,10.3,863,0.166,5191,0.16624927759583896
42101013100,192,10.3,192,0.112,1710,0.11228070175438597
42101013200,731,21.3,731,0.265,2757,0.2651432716721074
42101013300,135,3.7,135,0.036,3763,0.03587563114536274
42101013401,803,31.7,803,0.345,2327,0.3450795015040825
42101013402,174,6.2,174,0.062,2786,0.0624551328068916
42101013500,420,6.9,420,0.111,3781,0.11108172441153134
42101013601,334,8.3,334,0.117,2864,0.11662011173184357
42101013602,334,9.2,334,0.091,3667,0.09108262885192256
42101013700,547,8.2,547,0.114,4805,0.11383975026014569
42101013800,191,8.4,191,0.09,2118,0.09017941454202077
42101013900,523,15.3,523,0.177,2960,0.1766891891891892
42101014000,242,5.7,242,0.08,3042,0.07955292570677186
42101014100,436,14.4,436,0.174,2510,0.17370517928286852
42101014200,151,3,151,0.038,3923,0.03849095080295692
42101014300,150,10.2,150,0.088,1709,0.08777062609713282
42101014400,326,7.4,326,0.086,3774,0.08638049814520403
42101014500,257,10.9,257,0.145,1774,0.14487034949267194
42101014600,625,15.1,625,0.153,4097,0.1525506468147425
42101014700,31,0,31,0.011,2952,0.010501355013550135
42101014800,161,19.2,161,0.161,1003,0.16051844466600199
42101014900,702,17.4,702,0.207,3387,0.20726306465899025
42101015101,229,7.8,229,0.099,2317,0.09883470004315925
42101015102,472,8.8,472,0.135,3507,0.13458796692329628
42101015200,415,7.6,415,0.072,5769,0.0719362107817646
42101015300,175,0.9,175,0.043,4074,0.0429553264604811
42101015600,166,7.9,166,0.081,2048,0.0810546875
42101015700,149,5.9,149,0.055,2688,0.055431547619047616
42101015800,726,8,726,0.117,6183,0.11741872877244056
42101016000,508,5.5,508,0.076,6721,0.0755839904776075
42101016100,341,4.5,341,0.057,5964,0.057176391683433934
42101016200,176,7.2,176,0.072,2441,0.07210159770585825
42101016300,262,6.5,262,0.071,3710,0.07061994609164421
42101016400,404,6.7,404,0.093,4338,0.09313047487321346
42101016500,223,5.7,223,0.083,2687,0.08299218459248232
42101016600,121,5.3,121,0.074,1627,0.0743700061462815
42101016701,367,14.1,367,0.128,2871,0.1278300243817485
42101016702,301,10,301,0.108,2796,0.10765379113018599
42101016800,413,9.9,413,0.115,3605,0.1145631067961165
42101016901,200,4.4,200,0.058,3430,0.05830903790087463
42101016902,642,12.4,642,0.111,5797,0.11074693807141625
42101017000,290,6.6,290,0.093,3114,0.09312780989081568
42101017100,628,13,628,0.157,3997,0.1571178383787841
42101017201,472,9.6,472,0.148,3194,0.14777708202880402
42101017202,507,15.2,507,0.17,2991,0.16950852557673018
42101017300,329,12.8,329,0.126,2607,0.126198695818949
42101017400,281,9.5,281,0.127,2204,0.12749546279491833
42101017500,713,10.4,713,0.104,6850,0.10408759124087591
42101017601,524,9.5,524,0.091,5728,0.0914804469273743
42101017602,206,4.4,206,0.048,4267,0.048277478322006094
42101017701,115,3.2,115,0.029,4012,0.028664007976071784
42101017702,274,5.8,274,0.05,5441,0.0503583900018379
42101017800,255,4.3,255,0.041,6224,0.04097043701799486
42101017900,561,4.2,561,0.077,7283,0.07702869696553619
42101018001,323,12,323,0.121,2662,0.12133734034560481
42101018002,674,8.4,674,0.117,5740,0.11742160278745645
42101018300,554,9.8,554,0.138,4004,0.13836163836163837
42101018400,217,9,217,0.089,2434,0.08915365653245687
42101018800,493,2.5,493,0.054,9162,0.05380921196245361
42101019000,378,2.8,378,0.045,8371,0.04515589535300442
42101019100,785,6.5,785,0.089,8857,0.08863046178164163
42101019200,422,2.7,422,0.047,9019,0.046790109768266995
42101019501,408,10.6,408,0.092,4437,0.09195402298850575
42101019502,83,1.9,83,0.023,3649,0.02274595779665662
42101019700,728,9.4,728,0.106,6843,0.10638608797311121
42101019800,544,6.4,544,0.078,6970,0.07804878048780488
42101019900,416,6.6,416,0.102,4080,0.10196078431372549
42101020000,86,5.6,86,0.065,1327,0.06480783722682742
42101020101,529,8.6,529,0.131,4025,0.13142857142857142
42101020102,332,6,332,0.108,3083,0.10768731754784301
42101020200,918,16.1,918,0.211,4358,0.21064708581918312
42101020300,294,9.6,294,0.101,2906,0.10116999311768754
42101020400,356,11.6,356,0.135,2631,0.1353097681489928
42101020500,407,11.6,407,0.148,2759,0.14751721638274737
42101020600,293,12.1,293,0.176,1664,0.17608173076923078
42101020700,559,7.3,559,0.099,5675,0.0985022026431718
42101020800,280,11,280,0.128,2196,0.12750455373406194
42101020900,256,6.8,256,0.087,2932,0.08731241473396999
42101021000,591,12,591,0.118,4990,0.118436873747495
42101021100,339,15,339,0.136,2496,0.13581730769230768
42101021200,271,7.4,271,0.111,2440,0.11106557377049181
42101021300,418,11.6,418,0.11,3814,0.10959622443628736
42101021400,283,4.5,283,0.063,4475,0.06324022346368716
42101021500,253,4.9,253,0.065,3865,0.06545924967658473
42101021600,296,13.8,296,0.136,2174,0.13615455381784727
42101021700,1039,18,1039,0.178,5850,0.1776068376068376
42101021800,458,11.8,458,0.105,4358,0.10509407985314365
42101021900,269,15.7,269,0.178,1508,0.1783819628647215
42101022000,614,29.5,614,0.347,1772,0.34650112866817157
42101023100,224,16.5,224,0.163,1374,0.16302765647743814
42101023500,191,16,191,0.146,1308,0.14602446483180428
42101023600,602,24.2,602,0.246,2450,0.24571428571428572
42101023700,860,8.8,860,0.162,5300,0.16226415094339622
42101023800,646,13.3,646,0.156,4153,0.15555020467132194
42101023900,350,25.7,350,0.28,1252,0.2795527156549521
42101024000,446,12.8,446,0.131,3399,0.1312150632538982
42101024100,525,24.2,525,0.36,1460,0.3595890410958904
42101024200,462,16.9,462,0.141,3275,0.14106870229007634
42101024300,351,7.1,351,0.107,3275,0.10717557251908397
42101024400,325,7.9,325,0.116,2799,0.11611289746337977
42101024500,522,13.9,522,0.144,3615,0.14439834024896264
42101024600,261,6.7,261,0.094,2785,0.09371633752244166
42101024700,510,12.4,510,0.119,4274,0.11932615816565278
42101024800,317,11.7,317,0.144,2205,0.1437641723356009
42101024900,520,17,520,0.164,3171,0.1639861242510249
42101025200,1149,14.9,1149,0.156,7366,0.15598696714634808
42101025300,487,10.4,487,0.117,4180,0.11650717703349282
42101025400,849,16.1,849,0.204,4163,0.20393946673072302
42101025500,466,18.7,466,0.169,2755,0.1691470054446461
42101025600,551,18.4,551,0.2,2760,0.1996376811594203
42101025700,626,12.4,626,0.166,3770,0.1660477453580902
42101025800,442,23.8,442,0.257,1718,0.2572759022118743
42101025900,710,13.7,710,0.146,4854,0.14627111660486197
42101026000,599,19.5,599,0.197,3047,0.19658680669510994
42101026100,822,18,822,0.229,3588,0.22909698996655517
42101026200,979,20.9,979,0.227,4304,0.2274628252788104
42101026301,707,11.6,707,0.176,4007,0.1764412278512603
42101026302,1045,17.6,1045,0.183,5701,0.18330117523241538
42101026400,1064,12.5,1064,0.182,5835,0.1823479005998286
42101026500,827,14.4,827,0.162,5106,0.1619663141402272
42101026600,1168,16.1,1168,0.188,6218,0.1878417497587649
42101026700,1115,18.7,1115,0.181,6147,0.18138929559134537
42101026800,756,15.5,756,0.166,4554,0.16600790513833993
42101026900,570,21,570,0.256,2224,0.256294964028777
42101027000,356,9.8,356,0.12,2975,0.11966386554621848
42101027100,423,11.8,423,0.136,3106,0.13618802318094012
42101027200,378,4.3,378,0.075,5049,0.0748663101604278
42101027300,381,4.7,381,0.056,6815,0.05590608950843727
42101027401,314,9.5,314,0.094,3329,0.09432261940522679
42101027402,445,5.4,445,0.061,7241,0.06145560005524099
42101027500,364,5.6,364,0.069,5309,0.06856281785647014
42101027600,398,11.1,398,0.111,3589,0.11089439955419336
42101027700,1116,19,1116,0.218,5118,0.21805392731535755
42101027800,667,12.8,667,0.148,4507,0.14799201242511648
42101027901,446,11.3,446,0.122,3661,0.12182463807702813
42101027902,332,7.5,332,0.077,4304,0.07713754646840149
42101028000,609,13.7,609,0.153,3986,0.152784746613146
42101028100,506,8.4,506,0.114,4452,0.11365678346810422
42101028200,714,9.4,714,0.129,5530,0.1291139240506329
42101028300,462,5.5,462,0.07,6582,0.07019143117593436
42101028400,419,4.7,419,0.089,4714,0.08888417479847263
42101028500,207,7.3,207,0.072,2886,0.07172557172557173
42101028600,358,3.9,358,0.048,7526,0.04756842944459208
42101028700,156,5.7,156,0.061,2543,0.06134486826582776
42101028800,276,4.4,276,0.064,4345,0.06352128883774454
42101028901,262,5.4,262,0.059,4434,0.059088858818222824
42101028902,372,4.3,372,0.053,6994,0.05318844724049185
42101029000,515,8,515,0.072,7118,0.07235178420904749
42101029100,322,4.4,322,0.067,4827,0.06670810026931842
42101029200,395,8.3,395,0.085,4632,0.08527633851468049
42101029300,240,9.1,240,0.079,3050,0.07868852459016394
42101029400,186,4.9,186,0.064,2886,0.06444906444906445
42101029800,411,5.8,411,0.079,5194,0.07912976511359261
42101029900,264,6.2,264,0.064,4157,0.06350733702189079
42101030000,512,4.8,512,0.069,7417,0.06903060536605096
42101030100,359,6.1,359,0.063,5703,0.0629493249167105
42101030200,727,5.5,727,0.094,7697,0.0944523840457321
42101030501,299,4.1,299,0.05,5939,0.05034517595554807
42101030502,526,8.8,526,0.078,6708,0.07841383422778772
42101030600,1116,9.8,1116,0.139,8015,0.13923892701185278
42101030700,413,5.5,413,0.106,3897,0.10597895817295355
42101030800,598,11.3,598,0.123,4855,0.1231719876416066
42101030900,346,6.1,346,0.078,4427,0.07815676530381749
42101031000,789,10.1,789,0.099,8010,0.09850187265917602
42101031101,384,7.8,384,0.07,5506,0.06974209952778787
42101031102,224,5.9,224,0.051,4364,0.051329055912007336
42101031200,383,7.1,383,0.073,5229,0.07324536240198891
42101031300,516,7.1,516,0.078,6604,0.07813446396123562
42101031401,414,5.1,414,0.056,7421,0.05578762969950141
42101031402,597,8.4,597,0.107,5558,0.10741273839510615
42101031501,903,10.7,903,0.142,6349,0.1422271223814774
42101031502,495,13,495,0.129,3852,0.12850467289719625
42101031600,664,8.7,664,0.1,6624,0.10024154589371981
42101031700,649,9.7,649,0.11,5884,0.11029911624745072
42101031800,343,8.3,343,0.088,3920,0.0875
42101031900,451,4,451,0.091,4938,0.09133252328878089
42101032000,737,9.9,737,0.118,6237,0.11816578483245149
42101032100,309,5.5,309,0.072,4265,0.07245017584994139
42101032300,312,10.4,312,0.101,3074,0.1014964216005205
42101032500,675,9.7,675,0.116,5818,0.1160192506015813
42101032600,857,13.5,857,0.131,6532,0.13120024494794857
42101032900,371,8,371,0.116,3188,0.11637390213299875
42101033000,724,6.2,724,0.1,7231,0.10012446411284746
42101033101,620,9.9,620,0.13,4768,0.13003355704697986
42101033102,577,11.7,577,0.159,3628,0.15904079382579933
42101033200,341,13.4,341,0.127,2691,0.12671869193608323
42101033300,1319,25.9,1319,0.312,4234,0.3115257439773264
42101033400,1175,15.9,1175,0.211,5565,0.21114106019766396
42101033500,649,14.3,649,0.159,4090,0.158679706601467
42101033600,686,8.8,686,0.091,7509,0.0913570382208017
42101033701,1033,15.5,1033,0.186,5552,0.18605907780979827
42101033702,815,19.1,815,0.156,5230,0.15583173996175909
42101033800,985,14,985,0.157,6274,0.15699713101689514
42101033900,425,13.4,425,0.125,3413,0.12452387928508643
42101034000,505,13.3,505,0.171,2957,0.17078119715928305
42101034100,723,11.1,723,0.123,5891,0.12272958750636564
42101034200,1209,27.2,1209,0.349,3463,0.34911926075656946
42101034400,1797,20.8,1797,0.226,7967,0.22555541609137694
42101034501,1142,24.5,1142,0.328,3482,0.327972429638139
42101034502,820,17.4,820,0.164,4989,0.16436159551012228
42101034600,468,17,468,0.176,2664,0.17567567567567569
42101034701,971,13.8,971,0.152,6382,0.1521466624882482
42101034702,665,12.7,665,0.168,3963,0.16780217007317688
42101034801,984,20.2,984,0.22,4465,0.2203807390817469
42101034802,873,13.1,873,0.158,5527,0.157951872625294
42101034803,780,15.6,780,0.183,4267,0.1827982188891493
42101034900,599,11.4,599,0.11,5437,0.1101710502115137
42101035100,1604,35.1,1604,0.403,3985,0.40250941028858217
42101035200,766,18.3,766,0.192,3986,0.1921726041144004
42101035301,738,13.2,738,0.139,5306,0.13908782510365625
42101035302,887,17.7,887,0.202,4396,0.20177434030937216
42101035500,1507,17.7,1507,0.216,6966,0.21633649153028997
42101035601,1768,30.6,1768,0.332,5318,0.3324558104550583
42101035602,589,19.9,589,0.18,3268,0.18023255813953487
42101035701,749,12.9,749,0.164,4562,0.16418237615081105
42101035702,418,10.4,418,0.099,4239,0.09860816230242982
42101035800,1236,14.7,1236,0.183,6749,0.1831382427026226
42101035900,1285,22.5,1285,0.253,5070,0.2534516765285996
42101036000,1080,29.3,1080,0.345,3128,0.3452685421994885
42101036100,572,16.1,572,0.152,3756,0.15228966986155484
42101036201,847,14.8,847,0.177,4778,0.17727082461280871
42101036202,1082,17.2,1082,0.181,5966,0.1813610459269192
42101036203,846,13.7,846,0.155,5472,0.15460526315789475
42101036301,572,18,572,0.166,3454,0.16560509554140126
42101036302,388,10.6,388,0.112,3450,0.11246376811594203
42101036303,1147,18.9,1147,0.189,6059,0.18930516586895527
42101036400,298,29.4,298,0.366,815,0.3656441717791411
42101036501,991,17.8,991,0.193,5137,0.19291415222892738
42101036502,680,12.2,680,0.164,4134,0.1644895984518626
42101036600,330,18.8,330,0.17,1945,0.16966580976863754
42101036700,216,7.4,216,0.072,3003,0.07192807192807193
42101036900,155,1.3,155,0.029,5355,0.028944911297852476
42101037200,848,13.9,848,0.184,4608,0.1840277777777778
42101037300,1439,22.4,1439,0.247,5835,0.24661525278491858
42101037500,522,14.1,522,0.125,4178,0.12494016275730015
42101037600,196,5.2,196,0.064,3058,0.06409417920209287
42101037700,185,2.7,185,0.034,5476,0.033783783783783786
42101037800,297,5.1,297,0.113,2624,0.1131859756097561
42101037900,831,13.9,831,0.153,5437,0.15284164061063085
42101038000,234,8.6,234,0.096,2441,0.09586235149528882
42101038100,57,5.2,57,0.072,796,0.07160804020100503
42101038200,239,9.8,239,0.093,2580,0.09263565891472868
42101038300,195,4,195,0.052,3744,0.052083333333333336
42101038400,486,16.9,486,0.198,2449,0.19844834626378113
42101038500,452,21.4,452,0.242,1866,0.2422293676312969
42101038600,344,21.5,344,0.244,1410,0.24397163120567375
42101038700,585,19.3,585,0.227,2572,0.22744945567651634
42101038800,730,17.9,730,0.187,3895,0.18741976893453144
42101038900,571,14.6,571,0.18,3181,0.17950330084878968
42101039000,504,4.3,504,0.054,9285,0.054281098546042
42101980000,12,0.8,12,0.012,1026,0.011695906432748537
42101980100,34,28.1,34,0.318,107,0.3177570093457944
42101980200,324,16.5,324,0.453,715,0.45314685314685316
42101989100,33,1.3,33,0.011,2926,0.011278195488721804
